dish_id,bucket,bucket_reason,b_name_raw,b_name_norm,b_kcal,b_prot,b_fat,b_carb,b_weight_g,b_kbzhu_parse_ok,top1_okolo_id,top1_plu,top1_name,top1_name_score,top1_kbju_diff_pct,top1_weight_diff_g,top1_combined,top1_mutual,top2_okolo_id,top2_plu,top2_name,top2_combined,top3_okolo_id,top3_plu,top3_name,top3_combined
194,REVIEW,review_threshold,ФК Биточек кур.спаг.в т/с,биточек кур спаг в т с,180,9.4,6.2,21.6,220,True,2016804,4403477,"Биточек куриный со спагетти в томатном соусе Перекрёсток Select, 220г",67,0.0,0,0.800,True,2028914,4409329,"Биточек куриный с соусом из болгарского перца и картофельным пюре Перекрёсток Select, 250г",0.642,2044350,4419226,"Биточки мясные с картофельным пюре Перекрёсток Select, 300г",0.572
195,REVIEW,review_threshold,ФК Тортильони с инд/соус.с фенх.,тортильони с инд соус с фенх,137,8.1,5.9,13,260,True,2026451,4409319,"Тортильони с индейкой и соусом с фенхелем Перекрёсток Select, 260г",80,0.0,0,0.880,True,2067972,4428967,"Тортилья с куриным филе хашбрауном и овощами Перекрёсток Select, 245г",0.526,1803412,4372001,"Соус Сальса Перекрёсток Select, 35г",0.487
196,REVIEW,review_threshold,ФК Курица анан.кис-слад.соусе/рис.,курица анан кис слад соусе рис,191,7.5,7.4,23.7,220,True,2027271,4409320,"Курица с ананасами в кисло-сладком соусе и рисом Перекрёсток Select, 220г",77,0.0,0,0.862,True,2038054,4423023,"Курица карри с вешенками и рисом басмати Перекрёсток Select, 285г",0.711,2019769,4401909,"Курица терияки на рисе Перекрёсток Select, 215г",0.660
216,REVIEW,review_threshold,ПЕРЕКР.SEL.Морковь с баклаж.по-кор.,морковь с баклаж по кор,110,2,8,9,200,True,1839638,4379037,"Морковь с баклажанами по-корейски Перекрёсток Select, 200г",82,0.0,0,0.893,True,2013414,4405772,"Капуста с морковью по-корейски Перекрёсток Select, 200г",0.745,2013409,4405776,"Морковь со спаржей по-корейски Перекрёсток Select, 200г",0.710
202,REVIEW,review_threshold,ФК Бит.кур.с соус.бол.пер/карт.пюре,бит кур с соус бол пер карт пюре,129,6.3,6.1,12.3,250,True,2028914,4409329,"Биточек куриный с соусом из болгарского перца и картофельным пюре Перекрёсток Select, 250г",66,0.0,0,0.796,True,2039689,4420760,"Бризоль куриная с пенне и соусом Перекрёсток Select, 250г",0.700,1828718,4382076,"Курица по-французски с картофельным пюре Перекрёсток Select, 250г",0.659
208,REVIEW,review_threshold,ПЕРЕК.SELEC Оладьи из каб.смет.,перек selec оладьи из каб смет,169.1,4.2,14.3,5.9,170,True,2039519,4419957,"Оладьи из кабачков со сметаной Перекрёсток Select, 170г",63,0.0,0,0.780,True,1828720,4382078,"Оладьи куриные Перекрёсток Select, 160г",0.646,2021724,4407908,"Оладьи жареные Перекрёсток Select, 250г",0.577
213,REVIEW,review_threshold,ФКВ Греческий салат с цитр.Дрес.шт.,греческий салат с цитр дрес шт,161,2.5,14.7,4.4,210,True,1448056,4223586,"Греческий салат с цитрусовым дрессингом Перекрёсток Select, 210г",78,0.0,0,0.870,True,2127669,4438508,"Салат Алекс Перекрёсток Select, 170г",0.674,2113123,4430870,"Салат Оливье Перекрёсток Select, 180г",0.664
214,REVIEW,review_threshold,ФКВ Салат из свек/бр.с соус.пес.шт.,салат из свек бр с соус пес шт,141,3.6,12.8,3.1,170,True,1588479,4331972,"Салат из свеклы и брынзы с соусом песто Перекрёсток Select, 170г",78,0.0,0,0.870,True,2127669,4438508,"Салат Алекс Перекрёсток Select, 170г",0.670,2016806,4406509,"Салат с ветчиной Перекрёсток Select, 180г",0.669
218,REVIEW,review_threshold,ФКВ Салат НИСУАЗ ф-кус.тун.з/г-м.с.,салат нисуаз ф кус тун з г м с,192,7.6,13.7,8.5,215,True,1853658,4398544,"Салат Нисуаз с филе-кусочками тунца запеченного и горчично-медовым соусом Перекрёсток Select, 215г",64,0.0,0,0.782,True,2127669,4438508,"Салат Алекс Перекрёсток Select, 170г",0.691,2016806,4406509,"Салат с ветчиной Перекрёсток Select, 180г",0.673
219,REVIEW,review_threshold,ФКВ Морковь ПО-КОРЕЙСКИ,морковь по корейски,60,1.1,2.7,5.3,200,True,2013410,4405770,"Морковь По-Корейски Перекрёсток Select, 200г",100,15.1,0,0.940,True,1839638,4379037,"Морковь с баклажанами по-корейски Перекрёсток Select, 200г",0.802,2013409,4405776,"Морковь со спаржей по-корейски Перекрёсток Select, 200г",0.781
231,REVIEW,review_threshold,ФКВ Поке с крев и соус Альтерно шт.,поке с крев и соус альтерно шт,172.3,6.8,11.9,9.5,210,True,1494094,4276196,"Поке с креветками и соусом Альтерно Перекрёсток Select, 210г",83,0.0,0,0.898,True,2039689,4420760,"Бризоль куриная с пенне и соусом Перекрёсток Select, 250г",0.624,2123213,78037561,"Чиабатта с курицей барбекю и соусом песто, 140г",0.552
232,REVIEW,review_threshold,"ФКВ Салат с кур.филе, фунч.и овощ.",салат с кур филе фунч и овощ,177,7.5,10.7,12,220,True,1619510,4364440,"Салат с куриным филе фунчозой и овощами Перекрёсток Select, 220г",84,0.0,0,0.901,True,1853658,4398544,"Салат Нисуаз с филе-кусочками тунца запеченного и горчично-медовым соусом Перекрёсток Select, 215г",0.740,2016966,4401912,"Удон с курицей и овощами Перекрёсток Select, 215г",0.705
236,REVIEW,review_threshold,ФК Салат с говяжьей печен/шам/гр.ор.,салат с говяжьей печен шам гр ор,251,7.2,21.1,8.2,180,True,2017480,4406504,"Салат с говяжьей печенью шампиньонами и грецким орехом, 180г",74,0.0,0,0.847,True,2113123,4430870,"Салат Оливье Перекрёсток Select, 180г",0.644,2127669,4438508,"Салат Алекс Перекрёсток Select, 170г",0.633
247,REVIEW,review_threshold,ФК Салат коп.курицей/яблок/орех/сел.,салат коп курицей яблок орех сел,307,6.5,29.4,4,170,True,2127713,4438509,"Салат  копченой курицей/яблоками/орехами/сельдереем Перекрёсток Select, 170г",78,0.0,0,0.868,True,2017144,4401910,"Салат Столичный с курицей Перекрёсток Select, 180г",0.652,1405242,4175864,"Вок с курицей Перекрёсток Select, 250г",0.582
250,REVIEW,review_threshold,ПЕРЕКР.SEL.Соус МЕД-ГОРЧ.осн.рас.мас.,соус мед горч осн рас мас,204,1.1,12.4,22,35,True,1803408,4372004,"Соус Медово-Горчичный Перекрёсток Select, 35г",61,0.0,0,0.765,True,1803412,4372001,"Соус Сальса Перекрёсток Select, 35г",0.508,1832995,4381902,"Колбаски по-нюрнбергски с картофелем и горчичным соусом Перекрёсток Select, 205г",0.497
282,REVIEW,review_threshold,ПЕРЕКР.SEL.Ананас,ананас,52,0.3,0.1,11.8,140,True,2123376,4441625,"Ананас  Перекрёсток Select, 300г",100,0.0,160,1.000,True,2123190,4441572,"Ананас  Перекрёсток Select, 140г",1.000,2123416,4441668,"Смесь ананас-клубника-голубика Перекресток Select, 200г",0.969
259,REVIEW,review_threshold,ФКВ Щи из кваш.капусты с куриц.шт.,щи из кваш капусты с куриц шт,35.7,2.9,0.8,4.4,300,True,1430878,4188081,"Щи Шеф Перекресток из квашеной капусты с курицей, 300г",73,0.0,0,0.836,True,1840705,4377397,"Салат Кимчи из квашеных овощей из пекинской капусты Перекрёсток Select, 200 г",0.626,2020422,4406508,"Салат Коул Слоу капустный Перекрёсток Select, 180г",0.428
261,REVIEW,review_threshold,ФКВ Суп норвеж.с филе форели шт.,суп норвеж с филе форели шт,66.8,5.3,3.2,4.2,300,True,1431018,4195447,"Суп норвежский Шеф Перекрёсток, 300г",60,0.0,0,0.758,True,2117789,4438649,"Суп куриный с фрикадельками Перекрёсток Select, 280г",0.592,2009492,78036516,"Чиабатта с ломтиками филе форели радужной слабосоленой и сливочным сыром, 120г",0.518
268,REVIEW,review_threshold,ПЕРЕКР.SEL.Суп СЛИВОЧНЫЙ тр/кр/пес.,суп сливочный тр кр пес,136,6.3,8.8,10.3,300,True,2045008,4425860,"Суп  Сливочный с треской креветками и песто Перекрёсток Select, 300г",72,0.0,0,0.833,True,1474405,4257291,"Ролл Сливочный угорь Шеф Перекрёсток, 240г",0.599,2113599,78037237,"Мини-эклер сливочный, 27г",0.571
278,REVIEW,review_threshold,ФКВ Суши-рол с кревет.тем/с-с Сп.шт.,суши рол с кревет тем с с сп шт,211.1,5.6,11.1,23.9,180,True,1509635,4296127,"Суши-ролл с креветкой темпура и соусом Спайси Перекрёсток Select, 180г",67,0.0,0,0.800,True,2031834,4403479,"Сэндвич-ролл Цезарь с креветками Перекрёсток Select, 175г",0.625,2043016,4420968,"Паста орзо с креветками в сливочно-томатном соусе Перекрёсток Select, 250г",0.623
279,REVIEW,review_threshold,ПЕРЕКР.SEL.Киви,киви,47,0.8,0.4,8.1,140,True,2123405,4441667,"Киви  Перекрёсток Select, 170г",100,0.0,30,1.000,True,2123406,4441204,"Киви  Перекрёсток Select, 140г",1.000,1828720,4382078,"Оладьи куриные Перекрёсток Select, 160г",0.294
281,REVIEW,review_threshold,ПЕРЕКР.SEL.Помело,помело,37.6,0.8,0,8.6,110,True,2125046,4442479,"Помело Перекрёсток Select, 170г",100,0.0,60,1.000,True,2123192,4441206,"Помело  Перекрёсток Select, 110г",1.000,1590860,78034433,"Эспрессо, 50мл",0.400
296,REVIEW,review_threshold,LUTTI Жев.рез.TUBBLE GUM TUTTI,lutti жев рез tubble gum tutti,260,0,0,66,35,True,1840200,4385808,"Жевательная резинка Lutti Tubble Gum Tutti, 35г",85,0.0,0,0.908,True,1840195,4385810,"Жевательная резинка Lutti Tubble Gum Cherry, 35г",0.817,1840196,4385809,"Жевательная резинка Lutti Tubble Gum Color, 35г",0.817
297,REVIEW,review_threshold,LUTTI Жев.рез.TUBBLE GUM COLOR,lutti жев рез tubble gum color,260,0,0,66,35,True,1840196,4385809,"Жевательная резинка Lutti Tubble Gum Color, 35г",85,0.0,0,0.908,True,1840195,4385810,"Жевательная резинка Lutti Tubble Gum Cherry, 35г",0.844,1840200,4385808,"Жевательная резинка Lutti Tubble Gum Tutti, 35г",0.817
306,REVIEW,review_threshold,ENGIN Нап.БИОАКТ.ЭН.ПР.ВИШ.тон.б/а,engin нап биоакт эн пр виш тон б а,40,0.5,0.3,8.5,330,True,1617645,4356408,"Напиток энергетический Engin Биоактивный Пряная Вишня безалкогольный тонизирующий, 330мл",56,0.0,0,0.734,True,1610514,4356595,"Напиток энергетический Engin Тропический шторм биоактивный тонизирующий безалкогольный, 330мл",0.670,2115703,78037323,"Напиток Азиатский Пунш горячий, 400мл",0.504
307,REVIEW,review_threshold,ENGIN Нап.БИОАКТ.ЭН.ТР.ШТ.тон.б/а,engin нап биоакт эн тр шт тон б а,40,0.5,0.3,8.5,330,True,1610514,4356595,"Напиток энергетический Engin Тропический шторм биоактивный тонизирующий безалкогольный, 330мл",52,0.0,0,0.713,True,1617645,4356408,"Напиток энергетический Engin Биоактивный Пряная Вишня безалкогольный тонизирующий, 330мл",0.684,1800440,78034903,"Бейбичино Бабл Гам с соевым напитком, 200мл",0.387
320,REVIEW,review_threshold,ПЕРЕКР.SEL.Лимонад МАН.сок.с/г б/а,лимонад ман сок с г б а,45.2,0,0,6.3,320,True,2046243,4415728,"Лимонад Мандарин с сoком среднегазированный безалкогольный Перекрёсток Select, 320мл",56,0.0,0,0.738,True,1514307,4302221,"Лимонад малиновый с мятой Перекрёсток Select, 250мл",0.726,2046245,4415730,"Лимонад Лаванда с сoком среднегазированный безалкогольный Перекрёсток Select, 320мл",0.690
322,REVIEW,review_threshold,ПЕРЕКР.SEL.Лимонад ЛАВ.сок.с/г б/а,лимонад лав сок с г б а,26.6,0,0,6.7,320,True,2046245,4415730,"Лимонад Лаванда с сoком среднегазированный безалкогольный Перекрёсток Select, 320мл",56,0.0,0,0.738,True,1514307,4302221,"Лимонад малиновый с мятой Перекрёсток Select, 250мл",0.709,2046243,4415728,"Лимонад Мандарин с сoком среднегазированный безалкогольный Перекрёсток Select, 320мл",0.690
323,REVIEW,review_threshold,СПК Клаб Сэндвич двойной с кур/бек.,клаб сэндвич двойной с кур бек,312,7.5,21.2,22.6,100,True,2120925,78037531,"Клаб Сэндвич двойной с курицей и беконом, 100г",86,0.0,0,0.914,False,2116059,4435181,"Клаб Сэндвич двойной с курицей и беконом Перекрёсток Select, 200г",0.914,2127975,4437243,"Клаб Сэндвич двойной с ветчиной и сыром Перекрёсток Select, 190г",0.841
429,REVIEW,review_threshold,СПК Айс Латте,айс латте,69,2.7,3,7.8,350,True,1625211,78034896,"Айс Латте с кокосовым напитком, 350мл",100,16.7,0,0.933,True,1625205,78034898,"Айс Латте с овсяным напитком, 350мл",0.933,1625200,78034899,"Айс Латте с соевым напитком, 350мл",0.933
331,REVIEW,review_threshold,СПК Грилата с сыром Брынза/зеленью,грилата с сыром брынза зеленью,219,9.9,9.1,24.6,100,True,1617090,78034825,"Грилата с брынзой и зеленью, 100г",84,0.0,0,0.905,True,1617091,78034824,"Грилата с курицей и сыром, 100г",0.798,2107885,4429869,"Кутабы с зеленью Перекрёсток Select, 150г",0.777
333,REVIEW,review_threshold,СПс Онигири зап.с курицей слад.чили,спс онигири зап с курицей слад чили,197.2,6.3,7,27.6,160,True,1847289,78036007,"Онигири запечённый с курицей сладкий чили, 160г",82,0.0,0,0.889,True,1828722,4381912,"Плов с курицей Перекрёсток Select, 300г",0.826,1847433,78036008,"Корн-дог с курицей, 150г",0.793
335,REVIEW,review_threshold,СПК Чиабатта с ветчин/сыр/с.тар-тар,чиабатта с ветчин сыр с тар тар,360,12,20,33,130,True,2009493,78036514,"Чиабатта с ветчиной сыром и соусом тар-тар, 130г",79,0.0,0,0.876,True,2123212,78037576,"Чиабатта с курицей и моцарелой, 155г",0.674,2039690,4423500,"Мини-чиабатта с куриной ветчиной омлетом и сыром Перекресток Select, 255г",0.672
336,REVIEW,review_threshold,СПК Чиабатта с кусоч.тун.кон/яйц/ог.,чиабатта с кусоч тун кон яйц ог,240,10,11,26,160,True,2009491,78036515,"Чиабатта с кусочками консервированного тунца яйцом и огурцом, 160г",68,0.0,0,0.809,True,2123212,78037576,"Чиабатта с курицей и моцарелой, 155г",0.688,2123213,78037561,"Чиабатта с курицей барбекю и соусом песто, 140г",0.641
337,REVIEW,review_threshold,СПК Чиаб.лом.филе фор.рад.с/с/сл.с.,чиаб лом филе фор рад с с сл с,230,12,8,28,120,True,2009492,78036516,"Чиабатта с ломтиками филе форели радужной слабосоленой и сливочным сыром, 120г",53,0.0,0,0.718,False,2123212,78037576,"Чиабатта с курицей и моцарелой, 155г",0.637,1835658,4376941,"Онигири с филе семги Перекрёсток Select, 110г",0.633
344,REVIEW,review_threshold,СПК Клаб Сэндвич двойной с кур/бек.,клаб сэндвич двойной с кур бек,312,7.5,21.2,22.6,100,True,2120925,78037531,"Клаб Сэндвич двойной с курицей и беконом, 100г",86,0.0,0,0.914,False,2116059,4435181,"Клаб Сэндвич двойной с курицей и беконом Перекрёсток Select, 200г",0.914,2127975,4437243,"Клаб Сэндвич двойной с ветчиной и сыром Перекрёсток Select, 190г",0.841
356,REVIEW,review_threshold,СПз MACARONIKA Пирожн.МАК.МАН/МАР.СП.,macaronika пирожн мак ман мар сп,463.8,8.9,20.9,60.2,16,True,1836424,78035601,"Пирожное Макарон Манго-Маракуйя Сплит, 16г",61,0.0,0,0.765,False,2119623,78037449,Пирожное Дабл Макарон BS Мандарин 38г,0.661,2119622,78037448,Пирожное Дабл Макарон BS Имбирный Пряник 38г,0.651
358,REVIEW,review_threshold,СПз MACARONIKA Пирожное МАК.СОЛ.КАР.,macaronika пирожное мак сол кар,480.7,9,24.9,55.2,16,True,1613959,78035120,"Пирожное Картошка, 80г",64,20.7,64,0.701,False,2009490,78036511,"Пирожное Наполеон, 140г",0.678,2110315,78037364,"Пирожное Тыквенное, 100г",0.675
362,REVIEW,review_threshold,СПК Пирог ЧИЗКЕЙК ШОК.МИКС сыр.,пирог чизкейк шок микс сыр,290,6,17,28,120,True,1840734,78036091,"Пирог Чизкейк Шоколадный Микс сырный, 120г",84,0.0,0,0.903,False,2120980,78036827,Пирог Чизкейк Шоколадный сырный 100г,0.801,2118301,78036828,Пирог Чизкейк Нью-Йорк сырный 100г,0.780
368,REVIEW,review_threshold,СПК Пирожное ВУПИ ПАЙ бананов.ар.кр.,пирожное вупи пай бананов ар кр,406.6,5.1,25.3,39.6,100,True,2009127,78036476,"Пирожное Вупи Пай банановый с арахисовым кремом, 100г",79,0.0,0,0.877,True,2009087,78036475,"Пирожное Вупи Пай малина-фисташка, 120г",0.761,2009490,78036511,"Пирожное Наполеон, 140г",0.758
369,REVIEW,review_threshold,СПК Трубочка С ВАРЕНЫМ СГУЩ.МОЛ.ваф.,трубочка с вареным сгущ мол ваф,360,5.5,16.2,48.5,85,True,2008924,78036485,"Трубочка вафельная с варёным сгущенным молоком, 85г",81,0.0,0,0.883,True,1430494,4189742,"Сырнички с варёной сгущенкой Зелёная Линия, 120г",0.532,1828718,4382076,"Курица по-французски с картофельным пюре Перекрёсток Select, 250г",0.488
434,REVIEW,review_threshold,СПК Американо,американо,34.6,2.6,2.5,0.4,400,True,2015855,78036382,"Айс американо, 350мл",100,0.0,50,1.000,True,1622160,78034900,"Американо, 400мл",1.000,1590851,78034434,"Американо, 200мл",0.748
384,REVIEW,review_threshold,СПК Бейгл с инд/гриб/соус.барбекю,бейгл с инд гриб соус барбекю,270,8,17,21.5,175,True,2023151,78036647,"Бейгл с индейкой грибами и соусом барбекю, 175г",83,0.0,0,0.897,True,2062772,4428531,"Соус Барбекю Перекрёсток Select, 30г",0.732,2038893,4409321,"Свинина в соусе барбекю с рисом Перекрёсток Select, 240г",0.729
385,REVIEW,review_threshold,СПК Круассан с коп.гов/сыр/соус.тер.,круассан с коп гов сыр соус тер,230,10,22.5,21.5,160,True,2022011,78036648,"Круассан с копченой говядиной сыром и соусом терияки, 160г",75,0.0,0,0.848,False,2123816,78037574,"Круассан с ветчиной, сыром и горчичным соусом, 185г",0.699,2022012,78036652,"Круассан с ветчиной и сыром, 170г",0.695
386,REVIEW,review_threshold,СПК Бейгл кр.феты/олив/вял.том/гриб.,бейгл кр феты олив вял том гриб,260,6.5,14,25,155,True,2022015,78036649,"Бейгл с кремом из феты оливками вялеными томатами и грибами, 155г",69,0.0,0,0.813,True,2024160,4407903,"Блинчики с курицей и грибами в сливочном соусе Перекрёсток Select, 400г",0.649,2020862,4407902,"Блинчики с курицей и грибами в сливочном соусе Перекрёсток Select, 160г",0.649
387,REVIEW,review_threshold,СПК Круас.сал/чор/сыр/соус.пер.чили,круас сал чор сыр соус пер чили,395,11,29,22,150,True,2028466,78036650,"Круассан с салями чоризо сыром и соусом перечный чили, 150г",74,0.0,0,0.843,True,2027006,4409322,"Паста с цыпленком в соусе Пепе Верде Перекрёсток Select, 230г",0.558,1804126,4372373,"Паста с куриным филе и соусом песто Перекрёсток Select, 250 г",0.541
388,REVIEW,review_threshold,СПК Круассан с кур/бекон/гриб.соус.,круассан с кур бекон гриб соус,310,10,21.5,19,160,True,2023201,78036651,"Круассан с курицей беконом и грибным соусом, 160г",82,0.0,0,0.893,True,2123816,78037574,"Круассан с ветчиной, сыром и горчичным соусом, 185г",0.717,2022012,78036652,"Круассан с ветчиной и сыром, 170г",0.690
408,REVIEW,review_threshold,СПк Капучино на миндальном молоке,капучино на миндальном молоке,31.6,0.7,1.5,3,250,True,1443273,78031248,"Капучино на миндальном молоке, 400мл",100,0.0,150,1.000,True,1443268,78031241,"Капучино на миндальном молоке, 200мл",1.000,1405475,78031245,"Капучино, 400мл",0.829
